2025-08-20 16:01:15,037 INFO: Waiting for Ollama to be ready...
2025-08-20 16:01:17,070 INFO: Ollama is running.
2025-08-20 16:01:17,173 INFO: Refreshing options...
2025-08-20 16:01:19,265 INFO: [TIME] list_text_files took 0.0006 seconds
2025-08-20 16:01:19,265 INFO: [TIME] list_text_files took 0.0002 seconds
2025-08-20 16:01:19,265 INFO: [TIME] list_docx_files took 0.0004 seconds
2025-08-20 16:01:19,265 INFO: [TIME] list_text_files took 0.0007 seconds
2025-08-20 16:01:19,265 INFO: [TIME] list_text_files took 0.0003 seconds
2025-08-20 16:01:19,265 INFO: [TIME] list_docx_files took 0.0002 seconds
2025-08-20 16:01:19,265 INFO: Options refreshed:
2025-08-20 16:01:19,265 INFO: Models: ['llama3.2:latest', 'llama3.1:latest', 'deepseek-r1:8b', 'llama3:8b']
2025-08-20 16:01:19,265 INFO: Systems: ['system1.txt', 'system_consistency.txt', 'system_consistency_cl.txt', 'system_cover_letter.txt']
2025-08-20 16:01:19,265 INFO: CVs: ['cv1.txt']
2025-08-20 16:01:19,271 INFO: CV Templates: ['cv_template.docx', 'cv_template2.docx', 'cv_template21.docx', 'cv_template21_simplest.docx']
2025-08-20 16:01:19,271 INFO: CL Templates: ['cl_template.docx']
2025-08-20 16:01:19,271 INFO: Previously Saved CV Outputs: ['batch4_3_0.txt', 'batch4_3_1.txt', 'batch4_3_2.txt', 'cltrials.txt', 'consistency_tests0.txt', 'out_cv_20250724_213613.txt', 'out_cv_20250725_000423.txt', 'out_cv_20250725_001236.txt', 'out_cv_20250725_003414.txt', 'out_cv_20250725_004330.txt', 'out_cv_20250725_005646.txt', 'out_cv_20250730_011841.txt', 'out_cv_20250730_020338.txt', 'out_cv_20250820_011020.txt', 'stableish0.txt']
2025-08-20 16:01:19,271 INFO: Previously Saved CL Outputs: ['cltest0.txt', 'out_cl_20250722_234433.txt', 'out_cl_20250723_230452.txt']
2025-08-20 16:01:19,273 INFO: [TIME] refresh_options took 2.0941 seconds
2025-08-20 16:01:19,273 INFO: [TIME] refresh_options_callback took 2.0950 seconds
2025-08-20 16:01:36,349 INFO: CV loaded from C:\CodeProjects\Sisyphus\Sisyphus\saved_outputs\batch4_3_0.txt
2025-08-20 16:01:36,349 INFO: [TIME] load_cv_text took 0.0178 seconds
2025-08-20 16:01:56,302 INFO: [TIME] parse_cv_out took 0.0011 seconds
2025-08-20 16:01:56,366 INFO: An error occurred while generating the document: 'dict object' has no attribute 'skills'
2025-08-20 16:01:57,375 INFO: DOCX generated successfully at C:\CodeProjects\Sisyphus\Sisyphus\saved_docs\test1_3_0.docx
2025-08-20 16:01:57,375 INFO: [TIME] save_output_cv took 1.0725 seconds
2025-08-20 16:02:13,559 INFO: [TIME] parse_cv_out took 0.0005 seconds
2025-08-20 16:02:13,660 INFO: Document generated successfully at C:\CodeProjects\Sisyphus\Sisyphus\saved_docs\test1_3_0.docx
2025-08-20 16:02:14,662 INFO: DOCX generated successfully at C:\CodeProjects\Sisyphus\Sisyphus\saved_docs\test1_3_0.docx
2025-08-20 16:02:14,662 INFO: [TIME] save_output_cv took 1.1023 seconds
2025-08-20 16:07:11,131 INFO: CV loaded from C:\CodeProjects\Sisyphus\Sisyphus\saved_outputs\batch4_3_1.txt
2025-08-20 16:07:11,132 INFO: [TIME] load_cv_text took 0.0234 seconds
2025-08-20 16:07:27,279 INFO: [TIME] parse_cv_out took 0.0006 seconds
2025-08-20 16:07:27,328 INFO: Document generated successfully at C:\CodeProjects\Sisyphus\Sisyphus\saved_docs\test1_3_1.docx
2025-08-20 16:07:28,329 INFO: DOCX generated successfully at C:\CodeProjects\Sisyphus\Sisyphus\saved_docs\test1_3_1.docx
2025-08-20 16:07:28,330 INFO: [TIME] save_output_cv took 1.0495 seconds
2025-08-20 16:15:24,730 INFO: CV loaded from C:\CodeProjects\Sisyphus\Sisyphus\saved_outputs\batch4_3_2.txt
2025-08-20 16:15:24,730 INFO: [TIME] load_cv_text took 0.0198 seconds
2025-08-20 16:15:29,195 INFO: [TIME] parse_cv_out took 0.0003 seconds
2025-08-20 16:15:29,240 INFO: Document generated successfully at C:\CodeProjects\Sisyphus\Sisyphus\saved_docs\test1_3_2.docx
2025-08-20 16:15:30,241 INFO: DOCX generated successfully at C:\CodeProjects\Sisyphus\Sisyphus\saved_docs\test1_3_2.docx
2025-08-20 16:15:30,241 INFO: [TIME] save_output_cv took 1.0473 seconds
2025-08-20 16:18:43,382 INFO: CV loaded from C:\CodeProjects\Sisyphus\Sisyphus\saved_outputs\batch4_3_0.txt
2025-08-20 16:18:43,383 INFO: [TIME] load_cv_text took 0.0015 seconds
2025-08-20 16:18:51,413 INFO: Summary of job description is empty. Generating summary...
2025-08-20 16:18:51,414 INFO: Job description is empty. Please enter a job description.
2025-08-20 16:18:51,415 INFO: [TIME] format_check_current_cv_text took 0.0016 seconds
